ANKRD36C	4.65740240614775e-06
DIAPH2	4.65740240614775e-06
PSIP1	4.7217663490699e-06
SLTM	4.77394358759795e-06
TLK2	4.88377836201719e-06
ANTXR2	4.89865327866677e-06
CWC25	5.01238173176497e-06
IGSF6	5.04228538805473e-06
RAP2B	5.10756161345795e-06
NACA2	5.10756161345795e-06
YTHDF2	5.22647736807204e-06
RANBP2	5.68637013917617e-06
TOPORS	5.68787289810737e-06
CIAO1	5.74824371614036e-06
TERF2IP	5.770493634157e-06
SLC3A2	5.78823646726332e-06
CDS2	6.11709147665323e-06
URI1	6.19047253392037e-06
GRSF1	6.31546675506913e-06
CDK13	6.69074030457399e-06
DLEU1	6.84856202851658e-06
HDGF	6.97496501983354e-06
NAA25	7.02290897812428e-06
SETBP1	7.02290897812428e-06
RAB11FIP2	7.11257752008381e-06
MIA2	7.17131241350754e-06
CEP95	7.3559268922647e-06
NRIP1	7.36622758119503e-06
CLPX	7.38372767253578e-06
EBPL	7.4668508840365e-06
SH3BP5	7.48713389786938e-06
DNAJC3	7.52391982777097e-06
C14ORF1	7.53806382420884e-06
PHACTR4	7.63853741319617e-06
FBXO18	7.75787160233099e-06
CIR1	8.54979879309764e-06
KLF9	8.57246227403351e-06
OSER1	8.58141072935249e-06
EDRF1	8.82806585103668e-06
HNRNPL	8.82806585103668e-06
DLG1	8.88334709450099e-06
KRCC1	8.88334709450099e-06
ODC1	8.90969545876274e-06
BLOC1S6	9.11065470088609e-06
ZNRF2	9.45755425971206e-06
RB1	1.02498114643058e-05
CHD1	1.04797150455828e-05
MEF2A	1.05168023775256e-05
USP7	1.06464868544249e-05
CPSF3L	1.07851293648224e-05
ERBB2IP	1.08563535775722e-05
MTCH1	1.0941921880975e-05
ASH1L	1.09527584693651e-05
CEP85L	1.11241715388014e-05
C16ORF72	1.13139582506436e-05
USP3	1.14268361119444e-05
IGKV1-12	1.14970732636608e-05
AFF4	1.15683090250287e-05
TOB1	1.17256916910833e-05
GABARAPL1	1.17633699292856e-05
FGFR1OP2	1.19912586562961e-05
KMT2A	1.20731735522097e-05
EXOSC9	1.2293222556101e-05
SMC6	1.2293222556101e-05
BAZ2B	1.26113665046769e-05
RANBP6	1.26904001463606e-05
SPTY2D1	1.31483192747927e-05
PCIF1	1.34458028640783e-05
IL10RA	1.36364262508066e-05
GNA12	1.37130286628993e-05
RABL6	1.39427573578071e-05
TMEM176B	1.43032421459505e-05
KMT2B	1.53337738834442e-05
AP3B1	1.56832337998299e-05
TSSC1	1.5975311979523e-05
FTX	1.61907159674753e-05
SUPT5H	1.62060147543729e-05
GBAS	1.63426388938918e-05
ETF1	1.63583030865151e-05
THOC1	1.64797312871866e-05
RNPC3	1.65865775128761e-05
EPC2	1.68144306534504e-05
NFKBIA	1.69218590097373e-05
NCBP2-AS2	1.71307215165983e-05
HIST1H4C	1.72197723672785e-05
CWF19L2	1.72531035429161e-05
MAP3K2	1.78515503587092e-05
LINC00152	1.80076509877807e-05
SMU1	1.81123935050273e-05
SLC9A7	1.87617710872612e-05
PSMD12	1.9227905778192e-05
BRIX1	1.9307134112382e-05
CDKN1A	1.93678353274052e-05
PIM2	1.93856605982337e-05
CACYBP	1.97275119605624e-05
R3HDM1	2.30311474632746e-05
ARPC5L	2.30311474632746e-05
WHAMM	2.30860474558166e-05
SRGAP2	2.30860474558166e-05
FMNL1	2.34558089631318e-05
STAT3	2.36874339392093e-05
GTF2B	2.39929670293644e-05
SNX5	2.43600919941052e-05
MPRIP	2.51033973172305e-05
EIF3I	2.71379741948325e-05
TBC1D1	2.91490801840136e-05
CYTIP	2.92135335837448e-05
C6ORF1	2.99599031863566e-05
COX19	3.01120038393841e-05
TBCC	3.19203688695419e-05
BCL3	3.24122252284326e-05
PSMD2	3.24220513014136e-05
PIK3CG	3.35219986616888e-05
ARID4A	3.36597088640744e-05
LYSMD2	3.37481751668543e-05
ING3	3.3956547194415e-05
CCT7	3.42294401803663e-05
ASB8	3.46102942774267e-05
ZNF92	3.501386968982e-05
ANKLE2	3.51229167731585e-05
HUWE1	3.54415713480651e-05
RP9	3.57785103295097e-05
FAM160B1	3.60837985826214e-05
LYRM5	3.60867391590395e-05
NPIPB5	3.62834101815509e-05
ARFGAP3	3.65167112457244e-05
C1QA	3.73249176117884e-05
ARL8A	3.75660607892601e-05
CCDC71L	3.90315426777703e-05
SH2B3	4.00056206401835e-05
SFSWAP	4.00146498577162e-05
KDM5A	4.05182621564583e-05
ZNF407	4.13947296992892e-05
METTL14	4.27423559341125e-05
SCFD1	4.31707538641474e-05
WASH1	4.33555927924151e-05
MED26	4.38447897660993e-05
SFMBT2	4.47359971725179e-05
RSF1	4.4755882931653e-05
HEBP2	4.4755882931653e-05
GNPTAB	4.48733766484048e-05
TNFRSF17	4.49519072189207e-05
EWSR1	4.51295041539026e-05
XRN2	4.60973877414948e-05
ARF3	4.60973877414948e-05
SECISBP2L	4.62709496393268e-05
CCNT2	4.64813986189342e-05
ESCO1	4.70172918223695e-05
HMGXB4	4.94440537168517e-05
ALCAM	5.06027969457117e-05
TAF1D	5.06027969457117e-05
SPAG9	5.50308281116587e-05
TBC1D2B	5.51877876101974e-05
PHF11	5.51877876101974e-05
UBE2K	5.53708884362198e-05
KAT6B	5.63925199232556e-05
TFEC	5.90921772941116e-05
HAUS3	6.08668259947435e-05
MSI2	6.16385375107993e-05
C1ORF162	6.17120216295057e-05
RNF138	6.31065275203222e-05
GCNT2	6.3911752776894e-05
ST3GAL5	6.43002613380727e-05
VAV3	6.57875301002446e-05
ALG2	6.58884649143053e-05
COIL	6.70156614850906e-05
TMEM55A	6.99764234670903e-05
RUNX1	7.08540673551531e-05
PRR4	7.27169928987322e-05
KIAA0907	7.35591271183485e-05
PRKAR2B	7.4685883791116e-05
FBXO7	7.71741132447126e-05
DDX52	7.7653572566997e-05
C5ORF45	7.80116386707696e-05
METRNL	7.91924378749073e-05
RNF114	8.08654754485839e-05
SPG20	8.08654754485839e-05
INO80	8.15431161780177e-05
LENG9	8.1766447101194e-05
CLK1	8.58796304943258e-05
RELL1	9.19038209767658e-05
EML4	9.37889303120589e-05
IGLC3	9.42139687524897e-05
ZNF451	9.61769063862576e-05
CCDC25	9.63602600379035e-05
GCC2	9.63602600379035e-05
SNW1	9.63759166475824e-05
DYRK1A	9.68018615344398e-05
UTP23	9.70107730877246e-05
SLC18A2	9.72872612690291e-05
ALDH2	9.74601132474428e-05
CTDSPL2	9.89107720190596e-05
CHD3	0.000102131846803158
C5ORF24	0.000102857555356096
GPR85	0.000104614934214389
SENP6	0.000105039535510633
MAN1A2	0.00010540586734104
ETV6	0.000107177986262561
CSNK1G2	0.000108672603042083
FAM43A	0.000110337464871046
PPHLN1	0.00011052784688419
RPA2	0.000111954715069374
ACADVL	0.000112709097072685
TGOLN2	0.000113358219797967
CHD8	0.000113958449401839
PROSC	0.000113958449401839
TMPO	0.000115008815488577
ZFC3H1	0.000115008815488577
AHSA2	0.000115615058207752
IL6ST	0.000116767480259515
NOM1	0.000118489368195291
KIAA1033	0.000118489368195291
CRYBG3	0.00012622333836869
TNFSF10	0.000126350491105752
PMAIP1	0.000126350491105752
ITCH	0.000128048551757123
HDAC1	0.000131332985928468
CREBRF	0.000131436815838626
KDM7A	0.00013291898599191
MRPL4	0.000136908941667041
SECISBP2	0.000137045050731485
IFI35	0.000137923964882163
ZNF106	0.000138031246448442
RQCD1	0.000139242624737501
AKAP8L	0.000139823340971593
PRKDC	0.000139979863841989
ARAP2	0.00014011510190035
SDE2	0.000142312003636785
MYLIP	0.000143483526590986
ATF4	0.000143938400007629
IL32	0.000145241642790615
CDK6	0.00014653597700852
CEP350	0.000148784498882721
PARP9	0.00015181359055433
COMMD2	0.000151956144876068
SQSTM1	0.000152604140444831
VCAN	0.000153544148398645
CASP8	0.000160777261982942
PHF20L1	0.000161000724022772
CCL5	0.00016157582836051
FEM1B	0.000162360353495942
ENPP2	0.000163993551771462
TMEM55B	0.000166156388291516
UHRF2	0.0001669490052589
IFIT2	0.000170119661126955
MED12L	0.000175890562428978
ETV3	0.000177188117054265
C15ORF57	0.000178371695046172
MED6	0.000179067572172334
SUCO	0.000179930689413981
VHL	0.000179952505954562
EAPP	0.000180848142744801
PDZD8	0.000181561692800888
NRAS	0.000182540014916405
ARL4A	0.000182776181490466
STAG1	0.000184015542691712
USP36	0.000187784044965856
IGF2R	0.000187971062411331
C14ORF119	0.00019090248011538
C4ORF32	0.000191033240880371
CKS2	0.000191446421784136
EIF2AK1	0.000195053023505736
MCOLN2	0.00019864447681252
BRAF	0.000198963389429245
AUTS2	0.000199661878822217
C19ORF66	0.000200318667334644
MINA	0.00020285205520193
DMTF1	0.000203922628040944
FGFBP2	0.000204182754658503
FAM214A	0.000205592171788257
HSPD1	0.000207665655322739
CORO1C	0.000210354912311667
